#F=N,X,Y,Z
IMG_1072_RGB.tif,-4.01931543621617,52.5096613688687,129.04999999854
IMG_1073_RGB.tif,-4.0189776419691,52.5095836620786,128.76999999854
IMG_1074_RGB.tif,-4.01864868491882,52.5095159844362,128.58299999854
IMG_1075_RGB.tif,-4.01829822984647,52.5094428917851,128.41199999854
IMG_1076_RGB.tif,-4.01793208673597,52.5093558996477,127.69799999854
IMG_1077_RGB.tif,-4.01757664061278,52.5092594174831,126.62599999854
IMG_1078_RGB.tif,-4.01722236319953,52.509152336239,125.70499999854
IMG_1079_RGB.tif,-4.01682348843346,52.5090266922523,125.41499999854
IMG_1080_RGB.tif,-4.01650224588311,52.5089390384793,124.99799999854
IMG_1081_RGB.tif,-4.01616331787465,52.5088578205076,124.83899999854
IMG_1082_RGB.tif,-4.01583673368298,52.5087749153649,125.34199999854
IMG_1083_RGB.tif,-4.01548509700169,52.5086793482101,124.81799999854
IMG_1164_RGB.tif,-4.01584670084803,52.5084529691367,128.41599999854
IMG_1165_RGB.tif,-4.0161482943549,52.5085418874792,129.83599999854
IMG_1166_RGB.tif,-4.01642428328265,52.508626428012,130.46699999854
IMG_1167_RGB.tif,-4.01675970245464,52.5087260463294,129.37299999854
IMG_1168_RGB.tif,-4.01706413004763,52.5088082356762,127.14399999854
IMG_1169_RGB.tif,-4.01737951603424,52.5088858342459,125.33999999854
IMG_1170_RGB.tif,-4.01766787941574,52.5089672035012,123.66099999854
IMG_1171_RGB.tif,-4.0181394310392,52.5091160886234,123.78799999854
IMG_1172_RGB.tif,-4.01854777757803,52.5092405128034,123.90499999854
IMG_1173_RGB.tif,-4.01882595456726,52.5093199664101,124.73999999854
IMG_1174_RGB.tif,-4.01910306134283,52.5094025389972,125.64899999854
IMG_1175_RGB.tif,-4.01935098001334,52.5094792342533,125.47199999854
IMG_1176_RGB.tif,-4.01965699165482,52.5095716523865,125.59399999854
IMG_1177_RGB.tif,-4.01997494359052,52.5096653578536,125.71799999854
IMG_1178_RGB.tif,-4.02028826367071,52.5097466069421,125.59499999854
IMG_1179_RGB.tif,-4.02056600836489,52.5098123540051,125.81099999854
IMG_1180_RGB.tif,-4.02089387122583,52.509896912207,126.25899999854
IMG_1181_RGB.tif,-4.02119067408812,52.5099862647041,127.76299999854
IMG_1200_RGB.tif,-4.02186290966084,52.5095240594217,118.64599999854
IMG_1201_RGB.tif,-4.02150096544557,52.5094917032762,121.43399999854
IMG_1202_RGB.tif,-4.02119166316778,52.5094670931052,122.67399999854
IMG_1203_RGB.tif,-4.02083850599441,52.50941838214,122.96299999854
IMG_1204_RGB.tif,-4.02049902281977,52.5093566084485,124.17699999854
IMG_1205_RGB.tif,-4.02018161899107,52.5092885081109,125.51099999854
IMG_1206_RGB.tif,-4.019838344549,52.5092085456365,126.94899999854
IMG_1207_RGB.tif,-4.01944781816004,52.5091172808994,129.44999999854
IMG_1208_RGB.tif,-4.01911863343092,52.5090358349758,131.77099999854
IMG_1209_RGB.tif,-4.0187204654371,52.5089323827101,133.90499999854
IMG_1210_RGB.tif,-4.01840303723859,52.5088500604267,134.43899999854
IMG_1211_RGB.tif,-4.01807862583118,52.508765790018,131.77699999854
IMG_1212_RGB.tif,-4.01777665687959,52.5086806654999,128.97099999854
IMG_1213_RGB.tif,-4.01738764905881,52.508571471192,128.65699999854
IMG_1214_RGB.tif,-4.01708988205753,52.5084885193906,128.76099999854
IMG_1215_RGB.tif,-4.01675439014422,52.5083940897047,127.75899999854
IMG_1216_RGB.tif,-4.01645664174151,52.508308739009,126.94399999854
IMG_1217_RGB.tif,-4.01608791084551,52.5082079400329,125.76299999854
IMG_1293_RGB.tif,-4.01645645959066,52.5080162697398,125.20299999854
IMG_1294_RGB.tif,-4.016901088289,52.5081410273586,124.22599999854
IMG_1295_RGB.tif,-4.01720997918533,52.5082193764491,124.16999999854
IMG_1296_RGB.tif,-4.01750908489226,52.5083030340628,124.88699999854
IMG_1297_RGB.tif,-4.01782305941178,52.508398985144,125.83499999854
IMG_1298_RGB.tif,-4.01809308111679,52.5084815116305,126.54299999854
IMG_1299_RGB.tif,-4.0183483877082,52.5085584695622,126.99199999854
IMG_1300_RGB.tif,-4.01863528141649,52.5086401730517,126.62299999854
IMG_1301_RGB.tif,-4.01892713791794,52.5087167909549,126.65599999854
IMG_1302_RGB.tif,-4.01925285026944,52.5088021379959,127.99599999854
IMG_1303_RGB.tif,-4.01952616386764,52.5088741495978,128.80899999854
IMG_1304_RGB.tif,-4.01980060610101,52.508954037675,128.82599999854
IMG_1305_RGB.tif,-4.02030162176256,52.5091224665813,127.83399999854
IMG_1306_RGB.tif,-4.02061440455324,52.5092302061989,127.48099999854
IMG_1307_RGB.tif,-4.02091992824614,52.5093184452887,127.56599999854
IMG_1308_RGB.tif,-4.02123109208027,52.5093969094924,126.78599999854
IMG_1309_RGB.tif,-4.02155465411021,52.509480279982,126.71599999854
IMG_1330_RGB.tif,-4.02219643667401,52.5090044155531,127.67499999854
IMG_1331_RGB.tif,-4.0218248301267,52.5089874283169,127.99599999854
IMG_1332_RGB.tif,-4.02147198376765,52.5089646710807,128.34399999854
IMG_1333_RGB.tif,-4.02104933138884,52.5089102623663,128.79899999854
IMG_1334_RGB.tif,-4.02067810204457,52.5088333318959,130.18499999854
IMG_1335_RGB.tif,-4.02034300164788,52.5087433338974,131.42299999854
IMG_1336_RGB.tif,-4.02001483417672,52.5086470620624,131.44299999854
IMG_1337_RGB.tif,-4.01968973339126,52.5085600849758,131.11799999854
IMG_1338_RGB.tif,-4.01932844068215,52.5084715899406,130.48799999854
IMG_1339_RGB.tif,-4.0189503351481,52.5083749358218,128.38899999854
IMG_1340_RGB.tif,-4.01863684191918,52.5082852842769,126.66599999854
IMG_1341_RGB.tif,-4.01831305081275,52.5081941835509,127.23699999854
IMG_1342_RGB.tif,-4.01798206756262,52.5081087928417,127.38399999854
IMG_1343_RGB.tif,-4.01763720475682,52.508014230242,127.07699999854
IMG_1344_RGB.tif,-4.01730642065457,52.5079178727594,127.03899999854
IMG_1345_RGB.tif,-4.01700081793466,52.5078262034911,127.15799999854
IMG_1346_RGB.tif,-4.0166661255792,52.5077227125208,127.68799999854
IMG_1426_RGB.tif,-4.01691635718033,52.5075044613862,129.76899999854
IMG_1427_RGB.tif,-4.01721119192139,52.5075782663833,129.68199999854
IMG_1428_RGB.tif,-4.01751388737812,52.5076673857194,129.70499999854
IMG_1429_RGB.tif,-4.01803242059128,52.5078421506171,131.49999999854
IMG_1430_RGB.tif,-4.01830670069966,52.5079228884246,132.11599999854
IMG_1431_RGB.tif,-4.01876506308506,52.5080558208656,132.32399999854
IMG_1432_RGB.tif,-4.01910406255631,52.508160248888,133.54799999854
IMG_1433_RGB.tif,-4.01937153046578,52.5082355510601,133.13199999854
IMG_1434_RGB.tif,-4.01996973015359,52.5084029706777,130.26699999854
IMG_1435_RGB.tif,-4.02025427433571,52.5084829760282,129.23699999854
IMG_1436_RGB.tif,-4.02052893849081,52.5085636923727,127.34499999854
IMG_1437_RGB.tif,-4.02084061554043,52.5086609022637,126.43199999854
IMG_1438_RGB.tif,-4.02113898927771,52.5087536172406,127.28999999854
IMG_1439_RGB.tif,-4.02141787312863,52.5088299853639,127.11099999854
IMG_1440_RGB.tif,-4.02168822660432,52.5089094784197,126.30299999854
IMG_1462_RGB.tif,-4.0224022600717,52.5086862612965,127.00099999854
IMG_1463_RGB.tif,-4.02209278247865,52.5085770990439,128.68899999854
IMG_1464_RGB.tif,-4.0218052883899,52.5084703953339,130.61799999854
IMG_1465_RGB.tif,-4.0214642063814,52.5083731192582,132.75499999854
IMG_1466_RGB.tif,-4.0211497672239,52.5083009712519,133.67699999854
IMG_1467_RGB.tif,-4.02079489584942,52.5082300140616,132.82899999854
IMG_1468_RGB.tif,-4.02042656854875,52.5081497319363,130.75399999854
IMG_1469_RGB.tif,-4.02009803083394,52.5080678400329,128.51299999854
IMG_1470_RGB.tif,-4.01973980034785,52.5079730167179,126.75899999854
IMG_1471_RGB.tif,-4.01938457501743,52.5078817793556,126.84499999854
IMG_1472_RGB.tif,-4.01907104505467,52.507798482325,127.43499999854
IMG_1473_RGB.tif,-4.01873040247084,52.5077062127653,126.97399999854
IMG_1474_RGB.tif,-4.01841243078025,52.5076155978645,126.76899999854
IMG_1475_RGB.tif,-4.0180797613623,52.5075243008043,128.20599999854
IMG_1476_RGB.tif,-4.01774795592513,52.5074352469804,130.96199999854
IMG_1477_RGB.tif,-4.01741733191982,52.5073511130304,133.34399999854
IMG_1478_RGB.tif,-4.01709054468517,52.5072667889684,134.42199999854
IMG_1556_RGB.tif,-4.01732219385418,52.5070273361344,126.66599999854
IMG_1557_RGB.tif,-4.0176065669555,52.5071035768805,125.64199999854
IMG_1558_RGB.tif,-4.01795227156234,52.5071916931864,123.86499999854
IMG_1559_RGB.tif,-4.01830764808507,52.5072818384241,124.67499999854
IMG_1560_RGB.tif,-4.01856151349853,52.5073535763491,126.19599999854
IMG_1561_RGB.tif,-4.01888445031828,52.5074562713827,127.69199999854
IMG_1562_RGB.tif,-4.01915514637457,52.5075453680496,127.72299999854
IMG_1563_RGB.tif,-4.01948020486365,52.5076567192692,126.47699999854
IMG_1564_RGB.tif,-4.01975635378425,52.5077450367258,125.42099999854
IMG_1565_RGB.tif,-4.02007062952303,52.5078363950861,124.79999999854
IMG_1566_RGB.tif,-4.02035071012743,52.5079180358467,124.45099999854
IMG_1567_RGB.tif,-4.02066381586269,52.5080093272975,123.71499999854
IMG_1568_RGB.tif,-4.02095089668849,52.5080908761481,122.87899999854
